s_i,FULLY_SUPERVISED_CLASSIFIER,CGAN_BASIC_SUPERVISED_CLASSIFIER,CGAN_BASIC_DJ_SUPERVISED_CLASSIFIER,CGAN_GUMBEL_SUPERVISED_CLASSIFIER,CGAN_GUMBEL_DJ_SUPERVISED_CLASSIFIER,SSL_GAN,TRIPLE_GAN,SSL_VAE,VAT,ENTROPY_MINIMISATION,LABEL_PROPAGATION,ASSFSCMR,SFAMCAMT,PARTIAL_SUPERVISED_CLASSIFIER
73,0.800216555595398,0.7721981406211853,0.695316731929779,0.759204089641571,0.7349756360054016,0.5,0.6417163014411926,0.6987006068229675,0.7079046964645386,0.7037087082862854,0.6708175539970398,,,0.7056036591529846
74,0.8012993931770325,0.7471575140953064,0.7677314281463623,0.7567676901817322,0.7555494904518127,0.6924743056297302,0.6618841290473938,0.6510557532310486,0.7089875340461731,0.7150785326957703,0.5,,,0.7269896864891052
75,0.7820790410041809,0.7497292757034302,0.7407958507537842,0.7384948134422302,0.7439090013504028,0.6991066336631775,0.7012723088264465,0.7291553616523743,0.7116946578025818,0.7096643447875977,0.5,,,0.6840822696685791
76,0.8222793936729431,0.7601515650749207,0.7642121911048889,0.765971839427948,0.7602869272232056,0.7524363994598389,0.5852734446525574,0.5,0.7669193148612976,0.756632387638092,0.5,,,0.7605576515197754
77,0.8233622312545776,0.5886572599411011,0.704656183719635,0.7562263011932373,0.6436112523078918,0.6763671040534973,0.5,0.6442880630493164,0.5905522704124451,0.6632376909255981,0.5713319182395935,,,0.6461830139160156
78,0.7925013303756714,0.711694598197937,0.763670802116394,0.6839469075202942,0.7302381992340088,0.683811604976654,0.6269626617431641,0.7673254013061523,0.6629669666290283,0.738900899887085,0.586491584777832,,,0.6392799019813538
79,0.8274228572845459,0.6794801950454712,0.7646182775497437,0.7418786883354187,0.689090371131897,0.5,0.7253654599189758,0.7536545991897583,0.6652680039405823,0.6798862814903259,0.5955603718757629,,,0.6774499416351318
80,0.8266107439994812,0.7397130131721497,0.7211694121360779,0.6962642073631287,0.6794801950454712,0.6640498042106628,0.6492961645126343,0.6767731308937073,0.6938278079032898,0.661613404750824,0.5,,,0.666080117225647
81,0.8118570446968079,0.6985652446746826,0.704656183719635,0.7198159098625183,0.7231997847557068,0.5,0.5,0.7537899017333984,0.7119653224945068,0.6825934052467346,0.5,,,0.631835401058197
82,0.7816729545593262,0.75,0.7398483753204346,0.7196805477142334,0.7026258707046509,0.7590687870979309,0.7475636005401611,0.7370059490203857,0.7019491195678711,0.7269896864891052,0.6940985321998596,,,0.7177855968475342
83,0.7257715463638306,0.7616404891014099,0.7326745986938477,0.7458040118217468,0.6790741682052612,0.7490525245666504,0.747698962688446,0.7364645600318909,0.7648890018463135,0.758933424949646,0.5,,,0.7547374367713928
84,0.7851921916007996,0.7173795104026794,0.673118531703949,0.7564970254898071,0.7168381214141846,0.6537628769874573,0.7375473976135254,0.720221996307373,0.7663779258728027,0.7436383366584778,0.5,,,0.7398483753204346
85,0.8194369077682495,0.7627233266830444,0.7639415264129639,0.7460746765136719,0.7491878271102905,0.5,0.5,0.768272876739502,0.7517595887184143,0.779778003692627,0.7126421332359314,,,0.7651597261428833
86,0.7865457534790039,0.7156199216842651,0.7629939913749695,0.7420140504837036,0.6969409584999084,0.738900899887085,0.6781266927719116,0.718056321144104,0.7187330722808838,0.7264482975006104,0.7612344622612,,,0.7079046964645386
87,0.8210611939430237,0.7347049117088318,0.6938278079032898,0.6256090998649597,0.5767460465431213,0.6652680039405823,0.6159989237785339,0.6631023287773132,0.5986735224723816,0.6000270843505859,0.6614781022071838,,,0.5472387671470642
88,0.7776123285293579,0.7513535022735596,0.7744991779327393,0.768137514591217,0.7536545395851135,0.7873578667640686,0.6441527009010315,0.7508121132850647,0.7823497653007507,0.7826204895973206,0.6729832291603088,,,0.7804548144340515
89,0.770438551902771,0.763670802116394,0.7635354399681091,0.7582566142082214,0.766377866268158,0.7397130727767944,0.6874661445617676,0.5,0.7514889240264893,0.7351109981536865,0.7099350094795227,,,0.7508121132850647
90,0.8141580820083618,0.7689496278762817,0.7709799408912659,0.7693557143211365,0.7192744612693787,0.7437736988067627,0.559149980545044,0.7100703716278076,0.7666485905647278,0.7077693343162537,0.5962371230125427,,,0.6968056559562683
91,0.7954791784286499,0.7326745986938477,0.706957221031189,0.7026258707046509,0.711694598197937,0.6610720157623291,0.7062804698944092,0.7012723088264465,0.6892257928848267,0.7010016441345215,0.7234705090522766,,,0.7183270454406738
92,0.8110449314117432,0.7173795104026794,0.7678667902946472,0.7650243639945984,0.7371413111686707,0.7527070641517639,0.5,0.6752842664718628,0.6586356163024902,0.7375473976135254,0.5,,,0.6938278079032898
93,0.815782368183136,0.7582566142082214,0.7524363398551941,0.652273952960968,0.7537899017333984,0.7596101760864258,0.7558202743530273,0.7479696869850159,0.7490525245666504,0.7474282383918762,0.7237411737442017,,,0.7460747361183167
94,0.8059014678001404,0.7510828375816345,0.7734163403511047,0.770438551902771,0.7652950286865234,0.7230644226074219,0.5,0.5,0.6597184538841248,0.6984298825263977,0.5,,,0.704250156879425
95,0.824986457824707,0.7284786105155945,0.6651326417922974,0.7374119758605957,0.7581212520599365,0.70438551902771,0.6938278079032898,0.5,0.6506497263908386,0.7015430331230164,0.6311586499214172,,,0.6829994320869446
96,0.811721682548523,0.7606930136680603,0.7426908016204834,0.7677314281463623,0.7694910168647766,0.7700324654579163,0.6402273774147034,0.7598809003829956,0.7631294131278992,0.7670546770095825,0.5031131505966187,,,0.7700324654579163
97,0.8244450688362122,0.6670275926589966,0.6648619174957275,0.5986735224723816,0.7314563989639282,0.7121006846427917,0.6517325639724731,0.663779079914093,0.7118300199508667,0.7613697648048401,0.7278018593788147,,,0.7453979253768921
98,0.8050893545150757,0.6756902933120728,0.6855711936950684,0.6873307824134827,0.6471304893493652,0.6012452840805054,0.6086897850036621,0.5,0.6206009984016418,0.6095018982887268,0.5,,,0.6306172013282776
99,0.8199783563613892,0.7126420736312866,0.731862485408783,0.7141309976577759,0.7458040118217468,0.6987006068229675,0.5790470838546753,0.7731456160545349,0.6821873188018799,0.6962642073631287,0.5002707242965698,,,0.6889550685882568
