s_i,FULLY_SUPERVISED_CLASSIFIER,CGAN_BASIC_DJ_SUPERVISED_CLASSIFIER,CGAN_GUMBEL_DJ_SUPERVISED_CLASSIFIER,SSL_GAN,TRIPLE_GAN,SSL_VAE,VAT,ENTROPY_MINIMISATION,LABEL_PROPAGATION,ASSFSCMR,SFAMCAMT,PARTIAL_SUPERVISED_CLASSIFIER
0,0.9830169677734375,0.7412587404251099,0.9400599002838135,0.7722277641296387,0.6933066844940186,0.7072926759719849,0.8971028923988342,0.7622377276420593,0.6473526358604431,,,0.8261737823486328
1,0.8971028923988342,0.7602397203445435,0.9330669045448303,0.5454545021057129,0.6303696036338806,0.568431556224823,0.7452546954154968,0.586413562297821,0.577422559261322,,,0.5884115695953369
2,0.9820000529289246,0.8850000500679016,0.8670000433921814,0.7790000438690186,0.6660000085830688,0.7590000629425049,0.8220000267028809,0.7550000548362732,0.7100000381469727,,,0.7100000381469727
3,0.9220778942108154,0.8171827793121338,0.8991008996963501,0.8151847720146179,0.7132866978645325,0.5764235854148865,0.7752247452735901,0.6773226857185364,0.7112886905670166,,,0.5784215331077576
4,0.9500998258590698,0.8313373327255249,0.955089807510376,0.6596806645393372,0.5588822364807129,0.5808383226394653,0.9121756553649902,0.7614770531654358,0.7634730339050293,,,0.7614770531654358
5,0.9780000448226929,0.89000004529953,0.9240000247955322,0.753000020980835,0.6800000071525574,0.6370000243186951,0.8140000104904175,0.7300000190734863,0.5890000462532043,,,0.7460000514984131
6,0.9180818796157837,0.748251736164093,0.9000998735427856,0.7542457580566406,0.7022976875305176,0.6533466577529907,0.804195761680603,0.5974025726318359,0.6233766078948975,,,0.6323676109313965
7,0.9790000319480896,0.9490000605583191,0.8570000529289246,0.8470000624656677,0.6010000109672546,0.784000039100647,0.8970000147819519,0.7990000247955322,0.7750000357627869,,,0.7470000386238098
8,0.987000048160553,0.8950000405311584,0.9290000200271606,0.8380000591278076,0.6620000600814819,0.8970000147819519,0.9000000357627869,0.7900000214576721,0.7050000429153442,,,0.8350000381469727
9,0.9810000658035278,0.9080000519752502,0.909000039100647,0.8550000190734863,0.8660000562667847,0.7580000162124634,0.8510000109672546,0.8510000109672546,0.8610000610351562,,,0.8290000557899475
10,0.9770229458808899,0.7202796936035156,0.910089910030365,0.5784215331077576,0.5754245519638062,0.7002996802330017,0.786213755607605,0.6753246784210205,0.64035964012146,,,0.6723276376724243
11,0.8373253345489502,0.9061875939369202,0.9111776351928711,0.6207584738731384,0.6856287121772766,0.673652708530426,0.8612774610519409,0.7055888175964355,0.7285429239273071,,,0.6257485151290894
12,0.9580000638961792,0.8250000476837158,0.9030000567436218,0.7710000276565552,0.8080000281333923,0.815000057220459,0.7930000424385071,0.7760000228881836,0.6860000491142273,,,0.7980000376701355
13,0.9850149750709534,0.867132842540741,0.9390609264373779,0.7402597069740295,0.6183816194534302,0.7602397203445435,0.8251748085021973,0.7902097702026367,0.7762237787246704,,,0.7202796936035156
14,0.984015941619873,0.8911088705062866,0.928071916103363,0.5794205665588379,0.811188817024231,0.710289716720581,0.8511488437652588,0.6463536024093628,0.7622377276420593,,,0.7132866978645325
15,0.9260739088058472,0.8261737823486328,0.919080913066864,0.730269730091095,0.6453546285629272,0.6883116960525513,0.8751248717308044,0.7612387537956238,0.6993007063865662,,,0.7632367610931396
16,0.9860000610351562,0.9110000729560852,0.7980000376701355,0.6030000448226929,0.5940000414848328,0.5210000276565552,0.7880000472068787,0.7070000171661377,0.7000000476837158,,,0.6950000524520874
17,0.971000075340271,0.8220000267028809,0.7290000319480896,0.6980000138282776,0.5940000414848328,0.7240000367164612,0.690000057220459,0.6770000457763672,0.6890000104904175,,,0.7510000467300415
18,0.9820179343223572,0.8061937689781189,0.9220778942108154,0.7002996802330017,0.6603396534919739,0.64035964012146,0.6463536024093628,0.6433566212654114,0.6453546285629272,,,0.6613386273384094
19,0.9860000610351562,0.8760000467300415,0.8530000448226929,0.7790000438690186,0.7190000414848328,0.7460000514984131,0.8460000157356262,0.6850000619888306,0.6970000267028809,,,0.7330000400543213
20,0.9670000672340393,0.7740000486373901,0.7790000438690186,0.7330000400543213,0.6480000019073486,0.690000057220459,0.7970000505447388,0.675000011920929,0.6660000085830688,,,0.7420000433921814
21,0.9960039854049683,0.8831168413162231,0.9580419063568115,0.7362636923789978,0.6803196668624878,0.8061937689781189,0.777222752571106,0.777222752571106,0.8031967878341675,,,0.7842157483100891
22,0.9160838723182678,0.8061937689781189,0.7082917094230652,0.714285671710968,0.6033965945243835,0.7652347683906555,0.8401598334312439,0.705294668674469,0.7362636923789978,,,0.7322677373886108
