,0
0,0.7109566926956177
1,0.513218879699707
2,0.5340692400932312
3,0.6274189352989197
4,0.6545380353927612
5,0.6410465836524963
6,0.35799944400787354
7,0.6188334822654724
8,0.5610520839691162
9,0.7636958360671997
10,0.4715181291103363
11,0.747342586517334
12,0.6251022219657898
13,0.5519214868545532
14,0.4428999722003937
15,0.6411828994750977
16,0.5358408093452454
17,0.702507495880127
18,0.6410465836524963
19,0.7061869502067566
20,0.524938702583313
21,0.6102480292320251
22,0.6302807331085205
23,0.5461978912353516
24,0.6534478068351746
25,0.6379122138023376
26,0.6481329798698425
27,0.6508585214614868
28,0.7497955560684204
29,0.6772962808609009
30,0.6454074382781982
31,0.6325974464416504
32,0.4378577172756195
33,0.6584900617599487
34,0.4655219316482544
35,0.6565821766853333
36,0.6494957804679871
37,0.4588443636894226
38,0.5246661305427551
39,0.6417279839515686
40,0.4553011655807495
41,0.6481329798698425
42,0.6636685729026794
43,0.6556282639503479
44,0.638048529624939
45,0.6437721252441406
46,0.6285091042518616
47,0.613109827041626
48,0.6733442544937134
49,0.6331425309181213
50,0.6588988900184631
51,0.6281002759933472
52,0.6914690732955933
53,0.5962114930152893
54,0.63627690076828
55,0.6522213220596313
56,0.5523303151130676
57,0.5307985544204712
58,0.6065685749053955
59,0.7239030003547668
60,0.6169255971908569
61,0.5126737356185913
62,0.6065685749053955
63,0.6251022219657898
64,0.5865358114242554
65,0.6646224856376648
66,0.630144476890564
67,0.4582992494106293
68,0.6211501955986023
69,0.6182883381843567
70,0.6601253747940063
71,0.6605342030525208
72,0.6231943368911743
73,0.5520578026771545
74,0.7557917833328247
75,0.7337149381637573
76,0.5335240960121155
77,0.6550831198692322
78,0.6306895613670349
79,0.6541292071342468
80,0.5824475288391113
81,0.7553829550743103
82,0.6527664065361023
83,0.6583537459373474
84,0.6796129941940308
85,0.6608067750930786
86,0.546606719493866
87,0.6388661861419678
88,0.5699100494384766
89,0.7686017751693726
90,0.5125374794006348
91,0.556009829044342
92,0.6331425309181213
93,0.5241209864616394
94,0.4453529715538025
95,0.6325974464416504
96,0.6515399217605591
97,0.6261924505233765
98,0.5712728500366211
99,0.6837012767791748
