,0
0,0.6741293668746948
1,0.6716417670249939
2,0.6641790866851807
3,0.6567164063453674
4,0.4950248897075653
5,0.6194030046463013
6,0.6218905448913574
7,0.6169154047966003
8,0.6616915464401245
9,0.6567164063453674
10,0.611940324306488
11,0.6865671873092651
12,0.6318408250808716
13,0.6741293668746948
14,0.611940324306488
15,0.36567163467407227
16,0.6542288661003113
17,0.6616915464401245
18,0.3383084535598755
19,0.6592040061950684
20,0.60447758436203
21,0.7363184094429016
22,0.646766185760498
23,0.646766185760498
24,0.6492537260055542
25,0.6641790866851807
26,0.6542288661003113
27,0.5945273637771606
28,0.6666666865348816
29,0.6517412662506104
30,0.6691542267799377
31,0.6094527244567871
32,0.6666666865348816
33,0.6840795874595642
34,0.646766185760498
35,0.6567164063453674
36,0.38805970549583435
37,0.6965174078941345
38,0.34328359365463257
39,0.6641790866851807
40,0.5870646834373474
41,0.5970149040222168
42,0.3208955228328705
43,0.646766185760498
44,0.6815920472145081
45,0.6592040061950684
46,0.6691542267799377
47,0.49751242995262146
48,0.6368159055709839
49,0.7164179086685181
50,0.6990049481391907
51,0.6716417670249939
52,0.6641790866851807
53,0.6442785859107971
54,0.6567164063453674
55,0.6218905448913574
56,0.6492537260055542
57,0.6840795874595642
58,0.611940324306488
59,0.6567164063453674
60,0.4303482472896576
61,0.6865671873092651
62,0.6641790866851807
63,0.7487562298774719
64,0.6592040061950684
65,0.42786070704460144
66,0.641791045665741
67,0.611940324306488
68,0.6691542267799377
69,0.6442785859107971
70,0.6293532252311707
71,0.6616915464401245
72,0.6641790866851807
73,0.611940324306488
74,0.6741293668746948
75,0.6616915464401245
76,0.6641790866851807
77,0.6592040061950684
78,0.641791045665741
79,0.6616915464401245
80,0.6865671873092651
81,0.6218905448913574
82,0.646766185760498
83,0.6517412662506104
84,0.6169154047966003
85,0.6592040061950684
86,0.6592040061950684
87,0.6965174078941345
88,0.6691542267799377
89,0.606965184211731
90,0.6268656849861145
91,0.6616915464401245
92,0.6641790866851807
93,0.6791045069694519
94,0.6666666865348816
95,0.6741293668746948
96,0.6442785859107971
97,0.6442785859107971
98,0.6169154047966003
99,0.676616907119751
