,0
0,0.8058053851127625
1,0.8131643533706665
2,0.8107113242149353
3,0.7946306467056274
4,0.6745706796646118
5,0.751430869102478
6,0.7511583566665649
7,0.7895883917808533
8,0.7627418637275696
9,0.7481602430343628
10,0.7170891165733337
11,0.6880621314048767
12,0.7765058279037476
13,0.7737802863121033
14,0.8123466372489929
15,0.8085309267044067
16,0.7902697920799255
17,0.7515671849250793
18,0.7568819522857666
19,0.7522485256195068
20,0.7018260955810547
21,0.7444807887077332
22,0.7985826730728149
23,0.7953120470046997
24,0.7840010523796082
25,0.7929953336715698
26,0.6955573558807373
27,0.7628781199455261
28,0.7815480828285217
29,0.7243117690086365
30,0.8082583546638489
31,0.47492504119873047
32,0.7707822322845459
33,0.7819569110870361
34,0.6751158237457275
35,0.8049877285957336
36,0.7222676277160645
37,0.7752793431282043
38,0.759334921836853
39,0.8115289807319641
40,0.7472063302993774
41,0.7188606858253479
42,0.760561466217041
43,0.7602888941764832
44,0.8134368658065796
45,0.7812755107879639
46,0.7210411429405212
47,0.7981738448143005
48,0.7786862850189209
49,0.7702370882034302
50,0.8064867854118347
51,0.7635595202445984
52,0.8122103810310364
53,0.7457072734832764
54,0.6287816762924194
55,0.754701554775238
56,0.7293540239334106
57,0.7969473600387573
58,0.7380757331848145
59,0.7737802863121033
60,0.7001907825469971
61,0.8066230416297913
62,0.7439356446266174
63,0.801853358745575
64,0.7628781199455261
65,0.7846824526786804
66,0.7830471396446228
67,0.7491141557693481
68,0.7924502491950989
69,0.7815480828285217
70,0.7040064930915833
71,0.7612428069114685
72,0.770509660243988
73,0.674979567527771
74,0.8103024959564209
75,0.8153447508811951
76,0.7908149361610413
77,0.8172526359558105
78,0.7943581342697144
79,0.757290780544281
80,0.6358680725097656
81,0.7908149361610413
82,0.7278549671173096
83,0.6941945552825928
84,0.7936767339706421
85,0.8066230416297913
86,0.7661488056182861
87,0.811801552772522
88,0.7360315918922424
89,0.7835922241210938
90,0.7636958360671997
91,0.8068956136703491
92,0.7676478624343872
93,0.7647860050201416
94,0.8007631301879883
95,0.7989915013313293
96,0.7894521355628967
97,0.807985782623291
98,0.7703734040260315
99,0.759334921836853
