,0
0,0.7140000462532043
1,0.7400000095367432
2,0.7640000581741333
3,0.6780000329017639
4,0.7930000424385071
5,0.7420000433921814
6,0.7080000042915344
7,0.7390000224113464
8,0.6680000424385071
9,0.7750000357627869
10,0.7070000171661377
11,0.6790000200271606
12,0.6840000152587891
13,0.7510000467300415
14,0.7260000109672546
15,0.6960000395774841
16,0.7160000205039978
17,0.7260000109672546
18,0.6790000200271606
19,0.7270000576972961
20,0.7020000219345093
21,0.7270000576972961
22,0.6760000586509705
23,0.7380000352859497
24,0.7570000290870667
25,0.6800000071525574
26,0.7170000076293945
27,0.6540000438690186
28,0.7310000061988831
29,0.7500000596046448
30,0.7300000190734863
31,0.7820000648498535
32,0.6980000138282776
33,0.7100000381469727
34,0.6660000085830688
35,0.7080000042915344
36,0.7390000224113464
37,0.6910000443458557
38,0.7240000367164612
39,0.7290000319480896
40,0.7460000514984131
41,0.7260000109672546
42,0.7570000290870667
43,0.7447447180747986
44,0.7010000348091125
45,0.6910000443458557
46,0.7720000147819519
47,0.734000027179718
48,0.7240000367164612
49,0.7190000414848328
50,0.7450000643730164
51,0.6060000061988831
52,0.7437437176704407
53,0.6940000057220459
54,0.675000011920929
55,0.64000004529953
56,0.7540000081062317
57,0.675000011920929
58,0.7190000414848328
59,0.7470000386238098
60,0.6810000538825989
61,0.675000011920929
62,0.706000030040741
63,0.6950000524520874
64,0.6940000057220459
65,0.7300000190734863
66,0.7440000176429749
67,0.7080000042915344
68,0.7610000371932983
69,0.7540000081062317
70,0.7000000476837158
71,0.703000009059906
72,0.6980000138282776
73,0.7330000400543213
74,0.7200000286102295
75,0.6676676869392395
76,0.7130000591278076
77,0.7020000219345093
78,0.6970000267028809
79,0.6630000472068787
80,0.7280000448226929
81,0.8140000104904175
82,0.706000030040741
83,0.7460000514984131
84,0.6260000467300415
85,0.6740000247955322
86,0.6940000057220459
87,0.7040000557899475
88,0.796000063419342
89,0.7280000448226929
90,0.7000000476837158
91,0.7600000500679016
92,0.7860000133514404
93,0.6940000057220459
94,0.7230000495910645
95,0.6130000352859497
96,0.6840000152587891
97,0.7210000157356262
98,0.7080000042915344
99,0.7130000591278076
