,0
0,0.9004974961280823
1,0.8756218552589417
2,0.8805969953536987
3,0.9104477167129517
4,0.815920352935791
5,0.8905472159385681
6,0.8034825921058655
7,0.9477611780166626
8,0.8756218552589417
9,0.8681591749191284
10,0.888059675693512
11,0.9004974961280823
12,0.8631840348243713
13,0.9104477167129517
14,0.8656716346740723
15,0.8333333134651184
16,0.8756218552589417
17,0.9179103970527649
18,0.9179103970527649
19,0.8656716346740723
20,0.8905472159385681
21,0.8656716346740723
22,0.8009949922561646
23,0.9253731369972229
24,0.8631840348243713
25,0.927860677242279
26,0.9004974961280823
27,0.8184079527854919
28,0.8805969953536987
29,0.815920352935791
30,0.9154228568077087
31,0.746268630027771
32,0.823383092880249
33,0.9303482174873352
34,0.9179103970527649
35,0.9029850363731384
36,0.8955223560333252
37,0.9054726362228394
38,0.858208954334259
39,0.8383084535598755
40,0.8706467747688293
41,0.7164179086685181
42,0.893034815788269
43,0.8855721354484558
44,0.8830845355987549
45,0.9303482174873352
46,0.8731343150138855
47,0.9054726362228394
48,0.8507462739944458
49,0.9179103970527649
50,0.8109452724456787
51,0.7686566710472107
52,0.8830845355987549
53,0.9154228568077087
54,0.823383092880249
55,0.8258706331253052
56,0.8731343150138855
57,0.9154228568077087
58,0.8606964945793152
59,0.8905472159385681
60,0.8805969953536987
61,0.8631840348243713
62,0.7288557291030884
63,0.9303482174873352
64,0.853233814239502
65,0.927860677242279
66,0.9104477167129517
67,0.9054726362228394
68,0.8905472159385681
69,0.922885537147522
70,0.9154228568077087
71,0.858208954334259
72,0.8557213544845581
73,0.9676616787910461
74,0.9427860379219055
75,0.8731343150138855
76,0.9353233575820923
77,0.7761194109916687
78,0.8407959938049316
79,0.9154228568077087
80,0.8805969953536987
81,0.8184079527854919
82,0.8358208537101746
83,0.8383084535598755
84,0.922885537147522
85,0.9104477167129517
86,0.9029850363731384
87,0.9029850363731384
88,0.9104477167129517
89,0.8208954930305481
90,0.8731343150138855
91,0.7835820913314819
92,0.9129353165626526
93,0.8358208537101746
94,0.8706467747688293
95,0.9004974961280823
96,0.8905472159385681
97,0.8905472159385681
98,0.8805969953536987
99,0.9129353165626526
