,0
0,0.7513999938964844
1,0.635200023651123
2,0.7049999833106995
3,0.6172000169754028
4,0.6452000141143799
5,0.7160000205039978
6,0.7806000113487244
7,0.8465999960899353
8,0.7581999897956848
9,0.6549999713897705
10,0.5351999998092651
11,0.824400007724762
12,0.5532000064849854
13,0.8145999908447266
14,0.2637999951839447
15,0.7919999957084656
16,0.76419997215271
17,0.7652000188827515
18,0.6639999747276306
19,0.5541999936103821
20,0.43299999833106995
21,0.5983999967575073
22,0.7332000136375427
23,0.5763999819755554
24,0.7098000049591064
25,0.40380001068115234
26,0.6245999932289124
27,0.8263999819755554
28,0.7757999897003174
29,0.8194000124931335
30,0.6883999705314636
31,0.6923999786376953
32,0.8154000043869019
33,0.5947999954223633
34,0.3440000116825104
35,0.8396000266075134
36,0.7824000120162964
37,0.6650000214576721
38,0.47999998927116394
39,0.7662000060081482
40,0.7824000120162964
41,0.8343999981880188
42,0.7121999859809875
43,0.8235999941825867
44,0.5368000268936157
45,0.758400022983551
46,0.5333999991416931
47,0.6850000023841858
48,0.819599986076355
49,0.7599999904632568
50,0.8343999981880188
51,0.8281999826431274
52,0.7907999753952026
53,0.6686000227928162
54,0.5785999894142151
55,0.6743999719619751
56,0.8159999847412109
57,0.4675999879837036
58,0.18000000715255737
59,0.6797999739646912
60,0.5613999962806702
61,0.6819999814033508
62,0.5544000267982483
63,0.2946000099182129
64,0.7788000106811523
65,0.7441999912261963
66,0.7287999987602234
67,0.801800012588501
68,0.7233999967575073
69,0.37439998984336853
70,0.6520000100135803
71,0.6714000105857849
72,0.6299999952316284
73,0.37279999256134033
74,0.6240000128746033
75,0.5374000072479248
76,0.5910000205039978
77,0.5370000004768372
78,0.6769999861717224
79,0.6485999822616577
80,0.6642000079154968
81,0.5270000100135803
82,0.5630000233650208
83,0.746399998664856
84,0.7142000198364258
85,0.6944000124931335
86,0.6255999803543091
87,0.7764000296592712
88,0.7408000230789185
89,0.8321999907493591
90,0.4596000015735626
91,0.4553999900817871
92,0.6618000268936157
93,0.8023999929428101
94,0.6330000162124634
95,0.6047999858856201
96,0.7139999866485596
97,0.7328000068664551
98,0.6597999930381775
99,0.8245999813079834
