,0
0,0.7160000205039978
1,0.8708000183105469
2,0.8676000237464905
3,0.5342000126838684
4,0.8141999840736389
5,0.4652000069618225
6,0.5546000003814697
7,0.7937999963760376
8,0.795799970626831
9,0.5307999849319458
10,0.718999981880188
11,0.824400007724762
12,0.8094000220298767
13,0.8288000226020813
14,0.6700000166893005
15,0.4246000051498413
16,0.7748000025749207
17,0.8619999885559082
18,0.8859999775886536
19,0.6761999726295471
20,0.8299999833106995
21,0.462799996137619
22,0.8113999962806702
23,0.8090000152587891
24,0.5667999982833862
25,0.8407999873161316
26,0.6898000240325928
27,0.8133999705314636
28,0.8485999703407288
29,0.5568000078201294
30,0.32339999079704285
31,0.8453999757766724
32,0.6442000269889832
33,0.6543999910354614
34,0.10620000213384628
35,0.8077999949455261
36,0.262800008058548
37,0.492000013589859
38,0.8379999995231628
39,0.6935999989509583
40,0.5863999724388123
41,0.8203999996185303
42,0.6255999803543091
43,0.8198000192642212
44,0.6304000020027161
45,0.8637999892234802
46,0.8180000185966492
47,0.8862000107765198
48,0.23019999265670776
49,0.6656000018119812
50,0.8270000219345093
51,0.6585999727249146
52,0.7519999742507935
53,0.7562000155448914
54,0.819599986076355
55,0.8438000082969666
56,0.8745999932289124
57,0.7613999843597412
58,0.6643999814987183
59,0.8557999730110168
60,0.2176000028848648
61,0.8605999946594238
62,0.7563999891281128
63,0.8051999807357788
64,0.6362000107765198
65,0.6552000045776367
66,0.6033999919891357
67,0.8277999758720398
68,0.6137999892234802
69,0.5911999940872192
70,0.5871999859809875
71,0.796999990940094
72,0.17560000717639923
73,0.8446000218391418
74,0.18539999425411224
75,0.7803999781608582
76,0.852400004863739
77,0.42260000109672546
78,0.15520000457763672
79,0.8331999778747559
80,0.24040000140666962
81,0.3003999888896942
82,0.6114000082015991
83,0.32100000977516174
84,0.7702000141143799
85,0.5709999799728394
86,0.2345999926328659
87,0.5756000280380249
88,0.6863999962806702
89,0.8068000078201294
90,0.7095999717712402
91,0.6304000020027161
92,0.7937999963760376
93,0.6629999876022339
94,0.7950000166893005
95,0.8366000056266785
96,0.5842000246047974
97,0.8155999779701233
98,0.4422000050544739
99,0.7372000217437744
