s_i,FULLY_SUPERVISED_CLASSIFIER,CGAN_BASIC_DJ_SUPERVISED_CLASSIFIER,CGAN_GUMBEL_DJ_SUPERVISED_CLASSIFIER,SSL_GAN,TRIPLE_GAN,SSL_VAE,VAT,ENTROPY_MINIMISATION,LABEL_PROPAGATION,PARTIAL_SUPERVISED_CLASSIFIER
0,0.6723276376724243,,,0.5654345750808716,0.586413562297821,0.5754245519638062,,0.5814185738563538,0.5884115695953369,0.5794205665588379
1,0.6930000185966492,,,0.6700000166893005,0.6230000257492065,0.609000027179718,,0.6320000290870667,0.5884115695953369,0.6350000500679016
2,0.706000030040741,,,0.737000048160553,0.7210000157356262,0.7080000042915344,,0.6360000371932983,0.5884115695953369,0.6350000500679016
3,0.6890000104904175,,,0.6600000262260437,0.6030000448226929,0.6530000567436218,,0.5900000333786011,0.5884115695953369,0.5910000205039978
4,0.7230000495910645,,,0.7160000205039978,0.6730000376701355,0.6830000281333923,,0.7230000495910645,0.5884115695953369,0.7260000109672546
5,0.6933066844940186,,,0.6943056583404541,0.687312662601471,0.6893106698989868,,0.6883116960525513,0.5884115695953369,0.6903096437454224
6,0.6790000200271606,,,0.5100000500679016,0.5830000042915344,0.5570000410079956,,0.6200000047683716,0.5884115695953369,0.6360000371932983
7,0.6610000133514404,,,0.6500000357627869,0.6350000500679016,0.5860000252723694,,0.6050000190734863,0.5884115695953369,0.5649999976158142
8,0.6780000329017639,,,0.6770000457763672,0.6830000281333923,0.6610000133514404,,0.6920000314712524,0.5884115695953369,0.6720000505447388
9,0.7300000190734863,,,0.6860000491142273,0.6860000491142273,0.6780000329017639,,0.6830000281333923,0.5884115695953369,0.6780000329017639
10,0.6653346419334412,,,0.6643356680870056,0.5994005799293518,0.6383616328239441,,0.6363636255264282,0.5884115695953369,0.6363636255264282
11,0.6410000324249268,,,0.6310000419616699,0.5530000329017639,0.6230000257492065,,0.6310000419616699,0.5884115695953369,0.6150000095367432
12,0.7342656850814819,,,0.6623376607894897,0.6903096437454224,0.6413586139678955,,0.6233766078948975,0.5884115695953369,0.624375581741333
13,0.6123875975608826,,,0.6173825860023499,0.6043955683708191,0.6463536024093628,,0.6413586139678955,0.5884115695953369,0.6303696036338806
14,0.7062937021255493,,,0.6273726224899292,0.64035964012146,0.6343656182289124,,0.6313686370849609,0.5884115695953369,0.5914085507392883
15,0.6720000505447388,,,0.6270000338554382,0.6420000195503235,0.5920000076293945,,0.6490000486373901,0.5884115695953369,0.6500000357627869
16,0.7002996802330017,,,0.6713286638259888,0.6973026990890503,0.69630366563797,,0.6983016729354858,0.5884115695953369,0.6743256449699402
17,0.6693306565284729,,,0.5744255781173706,0.615384578704834,0.615384578704834,,0.5654345750808716,0.5884115695953369,0.5734265446662903
18,0.611388623714447,,,0.5514485239982605,0.5704295635223389,0.6123875975608826,,0.5914085507392883,0.5884115695953369,0.5914085507392883
19,0.6630000472068787,,,0.6330000162124634,0.6360000371932983,0.5730000138282776,,0.5800000429153442,0.5884115695953369,0.5879999995231628
20,0.6680000424385071,,,0.6510000228881836,0.6360000371932983,0.6520000100135803,,0.6450000405311584,0.5884115695953369,0.6480000019073486
21,0.606393575668335,,,0.620379626750946,0.5994005799293518,0.6093906164169312,,0.5204795002937317,0.5884115695953369,0.5824175477027893
22,0.6630000472068787,,,0.6410000324249268,0.64000004529953,0.6260000467300415,,0.6070000529289246,0.5884115695953369,0.6450000405311584
23,0.624375581741333,,,0.6223776340484619,0.5394605398178101,0.5964035987854004,,0.6043955683708191,0.5884115695953369,0.5914085507392883
24,0.7382616996765137,,,0.7042956948280334,0.6993007063865662,0.7122876644134521,,0.7042956948280334,0.5884115695953369,0.705294668674469
25,0.6890000104904175,,,0.6880000233650208,0.6930000185966492,0.6830000281333923,,0.6930000185966492,0.5884115695953369,0.6910000443458557
26,0.7600000500679016,,,0.5700000524520874,0.5770000219345093,0.6580000519752502,,0.5360000133514404,0.5884115695953369,0.5750000476837158
27,0.7070000171661377,,,0.6830000281333923,0.6780000329017639,0.7020000219345093,,0.7230000495910645,0.5884115695953369,0.7270000576972961
28,0.6270000338554382,,,0.562000036239624,0.5350000262260437,0.5580000281333923,,0.5610000491142273,0.5884115695953369,0.5600000023841858
29,0.6890000104904175,,,0.6930000185966492,0.6470000147819519,0.6140000224113464,,0.6780000329017639,0.5884115695953369,0.6860000491142273
30,0.5840000510215759,,,0.5700000524520874,0.5460000038146973,0.5490000247955322,,0.578000009059906,0.5884115695953369,0.5850000381469727
31,0.659000039100647,,,0.5570000410079956,0.625,0.6430000066757202,,0.5850000381469727,0.5884115695953369,0.5879999995231628
32,0.6190000176429749,,,0.5790000557899475,0.5390000343322754,0.5770000219345093,,0.6110000014305115,0.5884115695953369,0.6040000319480896
33,0.6530000567436218,,,0.6570000052452087,0.6370000243186951,0.6150000095367432,,0.6540000438690186,0.5884115695953369,0.6550000309944153
34,0.6423576474189758,,,0.606393575668335,0.6033965945243835,0.6703296303749084,,0.6323676109313965,0.5884115695953369,0.64035964012146
35,0.706000030040741,,,0.6980000138282776,0.6630000472068787,0.6580000519752502,,0.6380000114440918,0.5884115695953369,0.6340000033378601
36,0.658341646194458,,,0.6513486504554749,0.624375581741333,0.6363636255264282,,0.615384578704834,0.5884115695953369,0.615384578704834
37,0.6923076510429382,,,0.620379626750946,0.6133865714073181,0.6033965945243835,,0.5824175477027893,0.5884115695953369,0.6103895902633667
38,0.6906187534332275,,,0.6756486892700195,0.6027944087982178,0.6626746654510498,,0.6616766452789307,0.5884115695953369,0.6636726260185242
39,0.49500003457069397,,,0.6690000295639038,0.6850000619888306,0.6790000200271606,,0.675000011920929,0.5884115695953369,0.6690000295639038
40,0.6753246784210205,,,0.6443556547164917,0.5754245519638062,0.6303696036338806,,0.6373625993728638,0.5884115695953369,0.6273726224899292
41,0.675000011920929,,,0.6160000562667847,0.6260000467300415,0.6500000357627869,,0.6260000467300415,0.5884115695953369,0.6330000162124634
