s_i,FULLY_SUPERVISED_CLASSIFIER,CGAN_BASIC_DJ_SUPERVISED_CLASSIFIER,CGAN_GUMBEL_DJ_SUPERVISED_CLASSIFIER,SSL_GAN,TRIPLE_GAN,SSL_VAE,VAT,ENTROPY_MINIMISATION,LABEL_PROPAGATION,PARTIAL_SUPERVISED_CLASSIFIER
0,0.9580419063568115,,,0.69630366563797,0.7982017993927002,0.6923076510429382,0.8511488437652588,0.7432567477226257,0.7152847051620483,0.7362636923789978
1,0.9500499367713928,,,0.7462537288665771,0.7412587404251099,0.7432567477226257,0.82017982006073,0.7382616996765137,0.7152847051620483,0.7362636923789978
2,0.9960039854049683,,,0.9420579075813293,0.7262737154960632,0.9020978808403015,0.9340658783912659,0.8001998066902161,0.7152847051620483,0.8021977543830872
3,0.9630369544029236,,,0.8031967878341675,0.5694305300712585,0.7002996802330017,0.8281717896461487,0.667332649230957,0.7152847051620483,0.6613386273384094
4,0.9830000400543213,,,0.5380000472068787,0.675000011920929,0.5450000166893005,0.6740000247955322,0.6270000338554382,0.7152847051620483,0.6350000500679016
5,0.9950000643730164,,,0.7040000557899475,0.6140000224113464,0.5890000462532043,0.8410000205039978,0.8360000252723694,0.7152847051620483,0.8370000123977661
6,0.9640718698501587,,,0.7824351191520691,0.7804391384124756,0.832335352897644,0.9061875939369202,0.8223552703857422,0.7152847051620483,0.8852295279502869
7,0.968000054359436,,,0.7610000371932983,0.6810000538825989,0.7790000438690186,0.8470000624656677,0.7720000147819519,0.7152847051620483,0.7690000534057617
8,0.9940000176429749,,,0.7520000338554382,0.7500000596046448,0.8030000329017639,0.8790000677108765,0.7770000100135803,0.7152847051620483,0.7760000228881836
9,0.9920000433921814,,,0.8420000672340393,0.7610000371932983,0.7170000076293945,0.7980000376701355,0.6710000038146973,0.7152847051620483,0.703000009059906
10,0.9970000386238098,,,0.8540000319480896,0.781000018119812,0.8390000462532043,0.909000039100647,0.8570000529289246,0.7152847051620483,0.8910000324249268
11,0.9770000576972961,,,0.7390000224113464,0.7620000243186951,0.8170000314712524,0.8070000410079956,0.7390000224113464,0.7152847051620483,0.7500000596046448
12,0.9910089373588562,,,0.8981018662452698,0.8681318163871765,0.8751248717308044,0.9220778942108154,0.9040958881378174,0.7152847051620483,0.9110888838768005
13,0.9550000429153442,,,0.7230000495910645,0.6060000061988831,0.718000054359436,0.7190000414848328,0.6520000100135803,0.7152847051620483,0.6430000066757202
14,0.9750499129295349,,,0.71856290102005,0.5938123464584351,0.7225548624992371,0.8582834601402283,0.7435129880905151,0.7152847051620483,0.7485029697418213
15,0.9350000619888306,,,0.7820000648498535,0.5690000057220459,0.8060000538825989,0.8100000619888306,0.7380000352859497,0.7152847051620483,0.8040000200271606
16,0.9810000658035278,,,0.7570000290870667,0.6800000071525574,0.6320000290870667,0.9320000410079956,0.6780000329017639,0.7152847051620483,0.7670000195503235
17,0.9700299501419067,,,0.6323676109313965,0.7672327756881714,0.7602397203445435,0.7672327756881714,0.7852147817611694,0.7152847051620483,0.7682317495346069
18,0.999000072479248,,,0.8090000152587891,0.7890000343322754,0.7690000534057617,0.9200000166893005,0.7760000228881836,0.7152847051620483,0.8480000495910645
19,0.9880000352859497,,,0.7580000162124634,0.7000000476837158,0.7500000596046448,0.7580000162124634,0.7660000324249268,0.7152847051620483,0.7760000228881836
20,0.9930000305175781,,,0.6060000061988831,0.6000000238418579,0.6060000061988831,0.7250000238418579,0.5960000157356262,0.7152847051620483,0.6060000061988831
21,0.9650349617004395,,,0.8441558480262756,0.6793206334114075,0.7912087440490723,0.8411588072776794,0.7792207598686218,0.7152847051620483,0.8101897835731506
