s_i,FULLY_SUPERVISED_CLASSIFIER,CGAN_BASIC_DJ_SUPERVISED_CLASSIFIER,CGAN_GUMBEL_DJ_SUPERVISED_CLASSIFIER,SSL_GAN,TRIPLE_GAN,SSL_VAE,VAT,ENTROPY_MINIMISATION,LABEL_PROPAGATION,ASSFSCMR,SFAMCAMT,PARTIAL_SUPERVISED_CLASSIFIER
0,0.9810000658035278,0.690000057220459,0.8850000500679016,0.8340000510215759,0.7240000367164612,0.7820000648498535,0.8600000143051147,0.7820000648498535,0.6660000085830688,,,0.8290000557899475
1,0.9940059781074524,0.7732267379760742,0.9240759015083313,0.7912087440490723,0.8371627926826477,0.8101897835731506,0.8371627926826477,0.8371627926826477,0.8561438322067261,,,0.8401598334312439
2,0.9770000576972961,0.7900000214576721,0.8700000643730164,0.7100000381469727,0.7210000157356262,0.6160000562667847,0.8500000238418579,0.6430000066757202,0.628000020980835,,,0.6430000066757202
3,0.9930000305175781,0.8640000224113464,0.843000054359436,0.7920000553131104,0.8060000538825989,0.8420000672340393,0.9170000553131104,0.7800000309944153,0.875,,,0.7930000424385071
4,0.9800199270248413,0.7522477507591248,0.8331668376922607,0.7782217860221863,0.6463536024093628,0.7222777009010315,0.8501498103141785,0.8031967878341675,0.683316707611084,,,0.7562437057495117
5,0.9860000610351562,0.7900000214576721,0.9000000357627869,0.8340000510215759,0.8960000276565552,0.8960000276565552,0.9270000457763672,0.8960000276565552,0.9470000267028809,,,0.8920000195503235
6,0.9930000305175781,0.7680000066757202,0.9110000729560852,0.6830000281333923,0.7200000286102295,0.7880000472068787,0.831000030040741,0.7250000238418579,0.6830000281333923,,,0.7760000228881836
7,0.9860000610351562,0.8700000643730164,0.9570000171661377,0.8170000314712524,0.7920000553131104,0.7450000643730164,0.9450000524520874,0.862000048160553,0.7630000114440918,,,0.8270000219345093
8,0.9930000305175781,0.8100000619888306,0.9230000376701355,0.6460000276565552,0.8600000143051147,0.7700000405311584,0.8860000371932983,0.8190000653266907,0.8930000066757202,,,0.7510000467300415
9,0.9820000529289246,0.8770000338554382,0.940000057220459,0.7880000472068787,0.7220000624656677,0.7740000486373901,0.8730000257492065,0.8220000267028809,0.8320000171661377,,,0.8500000238418579
10,0.9130868911743164,0.7492507100105286,0.9470528960227966,0.7872127890586853,0.8771228790283203,0.8921078443527222,0.9200798869132996,0.7652347683906555,0.7992007732391357,,,0.8231768012046814
11,0.987000048160553,0.796000063419342,0.784000039100647,0.7490000128746033,0.7080000042915344,0.7270000576972961,0.7910000085830688,0.7490000128746033,0.7149999737739563,,,0.8030000329017639
12,0.9960000514984131,0.8480000495910645,0.8660000562667847,0.8540000319480896,0.8170000314712524,0.8010000586509705,0.8410000205039978,0.8330000638961792,0.871999979019165,,,0.8100000619888306
13,0.9830000400543213,0.909000039100647,0.8710000514984131,0.8740000128746033,0.737000048160553,0.8140000104904175,0.9190000295639038,0.7720000147819519,0.8209999799728394,,,0.8070000410079956
14,0.9910089373588562,0.8001998066902161,0.9260739088058472,0.8691308498382568,0.7802197337150574,0.8861138820648193,0.9010988473892212,0.8451548218727112,0.8581418395042419,,,0.8441558480262756
15,0.9600000381469727,0.796000063419342,0.8040000200271606,0.8050000667572021,0.8810000419616699,0.7470000386238098,0.8650000691413879,0.7580000162124634,0.7300000190734863,,,0.7580000162124634
16,0.9890000224113464,0.6460000276565552,0.8750000596046448,0.7660000324249268,0.6780000329017639,0.6820000410079956,0.8260000348091125,0.6380000114440918,0.6050000190734863,,,0.6460000276565552
17,0.9960000514984131,0.7490000128746033,0.9520000219345093,0.6720000505447388,0.6980000138282776,0.8030000329017639,0.8040000200271606,0.7560000419616699,0.7319999933242798,,,0.7560000419616699
18,0.9920000433921814,0.8480000495910645,0.9050000309944153,0.8440000414848328,0.7990000247955322,0.8670000433921814,0.8540000319480896,0.8760000467300415,0.8560000061988831,,,0.8390000462532043
19,0.8931068778038025,0.7892107963562012,0.867132842540741,0.7962037920951843,0.7902097702026367,0.8091908097267151,0.8591408133506775,0.82017982006073,0.7842158079147339,,,0.8221778273582458
20,0.9960000514984131,0.8760000467300415,0.9140000343322754,0.7600000500679016,0.8230000138282776,0.7980000376701355,0.9290000200271606,0.7990000247955322,0.7570000290870667,,,0.7630000114440918
21,0.9500000476837158,0.7990000247955322,0.8720000386238098,0.8030000329017639,0.7150000333786011,0.7860000133514404,0.9170000553131104,0.8680000305175781,0.9679999947547913,,,0.8410000205039978
22,0.9950000643730164,0.862000048160553,0.8750000596046448,0.8320000171661377,0.8060000538825989,0.8360000252723694,0.9290000200271606,0.8230000138282776,0.9169999957084656,,,0.8910000324249268
23,0.9450000524520874,0.9020000696182251,0.9460000395774841,0.862000048160553,0.7690000534057617,0.7910000085830688,0.862000048160553,0.8370000123977661,0.7749999761581421,,,0.8770000338554382
24,0.9950000643730164,0.8470000624656677,0.89000004529953,0.8260000348091125,0.8660000562667847,0.8040000200271606,0.8520000576972961,0.8460000157356262,0.9020000100135803,,,0.8420000672340393
25,0.9450000524520874,0.9040000438690186,0.8570000529289246,0.7560000419616699,0.784000039100647,0.7290000319480896,0.8480000495910645,0.7430000305175781,0.7559999823570251,,,0.7210000157356262
26,0.9920079708099365,0.8691308498382568,0.9600399136543274,0.8181818127632141,0.9340658783912659,0.7782217860221863,0.8301697969436646,0.6803196668624878,0.838161826133728,,,0.8391607999801636
27,0.9940059781074524,0.8521478176116943,0.9310688972473145,0.8631368279457092,0.8491508364677429,0.8331668376922607,0.9240759015083313,0.8181818127632141,0.9640359878540039,,,0.8151847720146179
28,0.9700000286102295,0.7860000133514404,0.8520000576972961,0.7550000548362732,0.6960000395774841,0.843000054359436,0.906000018119812,0.8520000576972961,0.8980000019073486,,,0.8670000433921814
29,0.9930000305175781,0.8080000281333923,0.7990000247955322,0.8270000219345093,0.8410000205039978,0.8320000171661377,0.8220000267028809,0.7870000600814819,0.7739999890327454,,,0.8320000171661377
30,0.9820000529289246,0.7850000262260437,0.921000063419342,0.8660000562667847,0.7390000224113464,0.7600000500679016,0.8820000290870667,0.7800000309944153,0.8859999775886536,,,0.8270000219345093
31,0.9940059781074524,0.7492507100105286,0.9070928692817688,0.7522477507591248,0.748251736164093,0.8081917762756348,0.8651348352432251,0.7562437057495117,0.8401598334312439,,,0.7632367610931396
32,0.9940000176429749,0.8520000576972961,0.893000066280365,0.8130000233650208,0.7680000066757202,0.7850000262260437,0.8980000615119934,0.8360000252723694,0.9079999923706055,,,0.8950000405311584
33,0.966033935546875,0.8061937689781189,0.8931068778038025,0.82017982006073,0.8061937689781189,0.8191807866096497,0.8441558480262756,0.7932067513465881,0.7042956948280334,,,0.8021977543830872
34,0.9680319428443909,0.8951048851013184,0.8951048851013184,0.7562437057495117,0.8491508364677429,0.8641358613967896,0.8811188340187073,0.8501498103141785,0.9520479440689087,,,0.8741258382797241
35,0.9950000643730164,0.8890000581741333,0.8830000162124634,0.8340000510215759,0.8300000429153442,0.8500000238418579,0.8570000529289246,0.812000036239624,0.796999990940094,,,0.8240000605583191
36,0.9980000257492065,0.8200000524520874,0.8510000109672546,0.7400000095367432,0.7010000348091125,0.8690000176429749,0.8740000128746033,0.737000048160553,0.8289999961853027,,,0.8790000677108765
