s_i,FULLY_SUPERVISED_CLASSIFIER,CGAN_BASIC_DJ_SUPERVISED_CLASSIFIER,CGAN_GUMBEL_DJ_SUPERVISED_CLASSIFIER,SSL_GAN,TRIPLE_GAN,SSL_VAE,VAT,ENTROPY_MINIMISATION,LABEL_PROPAGATION,ASSFSCMR,SFAMCAMT,PARTIAL_SUPERVISED_CLASSIFIER
0,0.9929999709129333,0.9449999928474426,,0.47200003266334534,0.8870000243186951,0.8759999871253967,0.8920000195503235,0.8790000081062317,0.9539999961853027,,,0.8769999742507935
1,0.9879999756813049,0.9200000166893005,,0.5300000309944153,0.9340000152587891,0.9229999780654907,0.9350000023841858,0.9269999861717224,0.9179999828338623,,,0.9350000023841858
2,0.9800000190734863,0.8640000224113464,,0.5370000004768372,0.45399999618530273,0.8529999852180481,0.8339999914169312,0.8379999995231628,0.8640000224113464,,,0.8399999737739563
3,0.9929999709129333,0.9810000061988831,,0.534000039100647,0.9150000214576721,0.9300000071525574,0.9779999852180481,0.9279999732971191,0.9440000057220459,,,0.925000011920929
4,0.9629999995231628,0.9449999928474426,,0.48600003123283386,0.9350000023841858,0.9089999794960022,0.9150000214576721,0.8500000238418579,0.7870000004768372,,,0.8550000190734863
5,0.9950000047683716,0.9240000247955322,,0.5530000329017639,0.9020000100135803,0.9290000200271606,0.9459999799728394,0.9300000071525574,0.9380000233650208,,,0.9279999732971191
6,0.972000002861023,0.9430000185966492,,0.6020000576972961,0.8149999976158142,0.8759999871253967,0.8989999890327454,0.878000020980835,0.8889999985694885,,,0.8790000081062317
7,0.9800000190734863,0.8700000047683716,,0.4910000264644623,0.875,0.8619999885559082,0.9150000214576721,0.8849999904632568,0.9010000228881836,,,0.8889999985694885
8,0.9660000205039978,0.9449999928474426,,0.42900002002716064,0.8809999823570251,0.9010000228881836,0.9089999794960022,0.9470000267028809,0.9369999766349792,,,0.8999999761581421
9,0.9559999704360962,0.8299999833106995,,0.5200000405311584,0.9309999942779541,0.8330000042915344,0.9330000281333923,0.8220000267028809,0.8740000128746033,,,0.8230000138282776
