s_i,FULLY_SUPERVISED_CLASSIFIER,CGAN_BASIC_DJ_SUPERVISED_CLASSIFIER,CGAN_GUMBEL_DJ_SUPERVISED_CLASSIFIER,SSL_GAN,TRIPLE_GAN,SSL_VAE,VAT,ENTROPY_MINIMISATION,LABEL_PROPAGATION,PARTIAL_SUPERVISED_CLASSIFIER
0,0.9480000734329224,,,0.6990000605583191,0.6020000576972961,0.6710000038146973,0.8470000624656677,0.6670000553131104,0.7230000495910645,0.6620000600814819
1,0.9900000691413879,,,0.8140000104904175,0.6320000290870667,0.8050000667572021,0.8300000429153442,0.6690000295639038,0.7230000495910645,0.7630000114440918
2,0.984015941619873,,,0.8321678042411804,0.5944055914878845,0.7372627258300781,0.8821178674697876,0.7982017993927002,0.7230000495910645,0.7962037920951843
3,0.984015941619873,,,0.7172827124595642,0.6623376607894897,0.8011987805366516,0.9010988473892212,0.6913086771965027,0.7230000495910645,0.6863136887550354
4,0.987000048160553,,,0.718000054359436,0.6550000309944153,0.6970000267028809,0.9050000309944153,0.7310000061988831,0.7230000495910645,0.7300000190734863
5,0.9700000286102295,,,0.7240000367164612,0.6510000228881836,0.7590000629425049,0.7140000462532043,0.7100000381469727,0.7230000495910645,0.7380000352859497
6,0.987000048160553,,,0.6380000114440918,0.5960000157356262,0.5649999976158142,0.8660000562667847,0.8140000104904175,0.7230000495910645,0.7870000600814819
7,0.9770000576972961,,,0.9320000410079956,0.6140000224113464,0.8910000324249268,0.8950000405311584,0.8640000224113464,0.7230000495910645,0.8890000581741333
8,0.9430000185966492,,,0.7930000424385071,0.6490000486373901,0.8040000200271606,0.7940000295639038,0.7740000486373901,0.7230000495910645,0.7770000100135803
9,0.9700299501419067,,,0.7122876644134521,0.6163836121559143,0.8191807866096497,0.8211787939071655,0.7632367610931396,0.7230000495910645,0.7842157483100891
10,0.9810000658035278,,,0.7000000476837158,0.781000018119812,0.7160000205039978,0.8410000205039978,0.6780000329017639,0.7230000495910645,0.6890000104904175
11,0.9330000281333923,,,0.8400000333786011,0.6330000162124634,0.6470000147819519,0.8100000619888306,0.7230000495910645,0.7230000495910645,0.7070000171661377
12,0.9780000448226929,,,0.6340000033378601,0.6780000329017639,0.6160000562667847,0.7940000295639038,0.6940000057220459,0.7230000495910645,0.6850000619888306
13,0.984000027179718,,,0.784000039100647,0.6670000553131104,0.7700000405311584,0.8560000658035278,0.8050000667572021,0.7230000495910645,0.784000039100647
14,0.9940000176429749,,,0.8110000491142273,0.737000048160553,0.7910000085830688,0.9280000329017639,0.8040000200271606,0.7230000495910645,0.8020000457763672
15,0.9820000529289246,,,0.7660000324249268,0.5990000367164612,0.7830000519752502,0.8290000557899475,0.7560000419616699,0.7230000495910645,0.7620000243186951
16,0.9820000529289246,,,0.7170000076293945,0.7160000205039978,0.6130000352859497,0.7040000557899475,0.7420000433921814,0.7230000495910645,0.7290000319480896
