s_i,FULLY_SUPERVISED_CLASSIFIER,CGAN_BASIC_DJ_SUPERVISED_CLASSIFIER,CGAN_GUMBEL_DJ_SUPERVISED_CLASSIFIER,SSL_GAN,TRIPLE_GAN,SSL_VAE,VAT,ENTROPY_MINIMISATION,LABEL_PROPAGATION,PARTIAL_SUPERVISED_CLASSIFIER
0,0.9970029592514038,,,0.687312662601471,,,,,,0.6663336753845215
1,0.9970000386238098,,,0.5720000267028809,,,,,,0.7410000562667847
2,0.971000075340271,,,0.5370000004768372,,,,,,0.7120000123977661
3,0.9900099635124207,,,0.7762237787246704,,,,,,0.6983016729354858
4,0.9880000352859497,,,0.7250000238418579,,,,,,0.6890000104904175
5,0.9670000672340393,,,0.6860000491142273,,,,,,0.6600000262260437
6,0.9520000219345093,,,0.7050000429153442,,,,,,0.7150000333786011
7,0.9920000433921814,,,0.656000018119812,,,,,,0.6380000114440918
8,0.9700299501419067,,,0.6863136887550354,,,,,,0.6893106698989868
9,0.9930000305175781,,,0.6820000410079956,,,,,,0.6540000438690186
10,0.9510000348091125,,,0.6680000424385071,,,,,,0.6480000019073486
11,0.9500000476837158,,,0.6810000538825989,,,,,,0.7140000462532043
12,0.9780219793319702,,,0.7632367610931396,,,,,,0.7612387537956238
13,0.984000027179718,,,0.6940000057220459,,,,,,0.6350000500679016
14,0.9520479440689087,,,0.6383616328239441,,,,,,0.7282717227935791
15,0.9800000190734863,,,0.6940000057220459,,,,,,0.7300000190734863
16,0.9220778942108154,,,0.7902097702026367,,,,,,0.7702297568321228
17,0.968000054359436,,,0.6800000071525574,,,,,,0.703000009059906
18,0.9820000529289246,,,0.7020000219345093,,,,,,0.6530000567436218
19,0.9740259647369385,,,0.7192807197570801,,,,,,0.6603396534919739
20,0.9690000414848328,,,0.7300000190734863,,,,,,0.6630000472068787
21,0.9500000476837158,,,0.628000020980835,,,,,,0.6730000376701355
22,0.9780439138412476,,,0.6666666865348816,,,,,,0.6926147937774658
23,0.9760000705718994,,,0.6950000524520874,,,,,,0.6420000195503235
24,0.9830000400543213,,,0.7820000648498535,,,,,,0.687000036239624
25,0.9700000286102295,,,0.6450000405311584,,,,,,0.6330000162124634
26,0.9640000462532043,,,0.6610000133514404,,,,,,0.6740000247955322
27,0.9460539221763611,,,0.6473526358604431,,,,,,0.6753246784210205
28,0.9490000605583191,,,0.796000063419342,,,,,,0.7000000476837158
29,0.9890000224113464,,,0.6740000247955322,,,,,,0.7480000257492065
30,0.9620000720024109,,,0.6180000305175781,,,,,,0.6070000529289246
31,0.9810000658035278,,,0.7240000367164612,,,,,,0.7580000162124634
32,0.9260000586509705,,,0.7310000061988831,,,,,,0.7200000286102295
