,alpha,beta,gamma,val_pc_cor,ulab_pc_cor,n_neighbours
0,7.9984540939331055,0.39755403995513916,5.720065116882324,0.6500000357627869,0.7110000252723694,100.0
1,2.382112741470337,9.687459945678711,8.143238067626953,0.625,0.7120000123977661,100.0
2,9.676026344299316,2.1530747413635254,0.6596016883850098,0.625,0.7160000205039978,100.0
3,5.024130344390869,4.919955730438232,0.6488192081451416,0.625,0.7120000123977661,100.0
4,1.9917535781860352,8.181382179260254,7.28768253326416,0.625,0.7200000286102295,200.0
5,1.772376298904419,2.2740464210510254,4.192168712615967,0.625,0.718000054359436,100.0
6,2.1121251583099365,7.037563800811768,6.302928924560547,0.625,0.7200000286102295,200.0
7,8.404129981994629,6.793099403381348,0.8170187473297119,0.625,0.7160000205039978,100.0
8,4.342889785766602,6.905615329742432,2.4796509742736816,0.625,0.7140000462532043,200.0
9,6.173194885253906,7.596961975097656,0.8584475517272949,0.625,0.7160000205039978,200.0
10,0.12306332588195801,2.1450448036193848,6.781473159790039,0.625,0.7110000252723694,200.0
11,5.959244251251221,1.7523694038391113,4.563302040100098,0.625,0.718000054359436,200.0
12,7.693770408630371,3.331904411315918,6.8319501876831055,0.625,0.7240000367164612,100.0
13,6.1156005859375,8.0528564453125,5.986858367919922,0.625,0.7200000286102295,200.0
14,8.19930648803711,9.739582061767578,6.312172889709473,0.625,0.703000009059906,200.0
15,3.1349258422851562,4.250409126281738,6.098132133483887,0.625,0.7200000286102295,200.0
16,7.197768688201904,1.319316029548645,2.86751389503479,0.625,0.7170000076293945,200.0
17,0.9187966585159302,3.210601806640625,6.921999931335449,0.625,0.7170000076293945,100.0
18,0.5143415927886963,0.944054126739502,7.829733848571777,0.625,0.7100000381469727,100.0
19,7.266218662261963,5.163122177124023,6.774777412414551,0.625,0.7190000414848328,200.0
20,4.693259239196777,6.050984859466553,6.311412334442139,0.625,0.7160000205039978,100.0
21,4.317757606506348,6.888830661773682,7.047857284545898,0.625,0.7160000205039978,200.0
22,3.584914207458496,7.099213123321533,3.599616289138794,0.625,0.7170000076293945,200.0
23,2.40341854095459,0.7165992259979248,5.095059871673584,0.625,0.7170000076293945,100.0
24,9.617557525634766,5.256621837615967,9.408374786376953,0.625,0.7210000157356262,200.0
25,3.7303853034973145,6.461867332458496,9.532644271850586,0.625,0.7220000624656677,200.0
26,6.5308613777160645,9.008554458618164,3.2815098762512207,0.625,0.7150000333786011,200.0
27,0.655859112739563,2.113132953643799,2.012073516845703,0.625,0.7120000123977661,100.0
28,7.362516403198242,4.439807415008545,7.598683834075928,0.625,0.7200000286102295,200.0
29,4.1225433349609375,0.2986466884613037,4.159759998321533,0.625,0.7130000591278076,200.0
30,4.772782325744629,7.174804210662842,4.561012268066406,0.625,0.7150000333786011,100.0
31,6.080155372619629,9.531682968139648,1.5590548515319824,0.625,0.7110000252723694,100.0
32,5.514342784881592,3.7804393768310547,5.376296043395996,0.625,0.7210000157356262,100.0
33,3.3835434913635254,4.945586204528809,3.5366506576538086,0.625,0.718000054359436,200.0
34,9.05748462677002,4.007516860961914,0.2672386169433594,0.625,0.7090000510215759,200.0
35,2.6937663555145264,3.3834571838378906,8.794489860534668,0.625,0.7130000591278076,100.0
36,9.895419120788574,3.659067153930664,9.949949264526367,0.625,0.7200000286102295,100.0
37,6.314133644104004,3.771674633026123,7.648977279663086,0.625,0.718000054359436,100.0
38,7.669465065002441,9.078523635864258,7.825765132904053,0.625,0.7130000591278076,200.0
39,2.416660785675049,5.206894397735596,9.059804916381836,0.625,0.7190000414848328,200.0
40,2.9743475914001465,8.091270446777344,5.2075347900390625,0.625,0.7140000462532043,100.0
41,2.5754075050354004,9.711395263671875,3.8170628547668457,0.625,0.7210000157356262,200.0
42,7.726010799407959,6.8214921951293945,6.802152633666992,0.625,0.7160000205039978,200.0
43,0.6766766309738159,0.7626384496688843,2.8837924003601074,0.625,0.7130000591278076,200.0
44,3.3009119033813477,0.22221922874450684,1.530349850654602,0.625,0.7160000205039978,100.0
45,5.562527656555176,7.448921203613281,2.1322572231292725,0.625,0.7120000123977661,100.0
46,7.805593490600586,1.3953834772109985,4.088416576385498,0.625,0.7170000076293945,100.0
47,9.328445434570312,5.282195091247559,8.631668090820312,0.625,0.7200000286102295,100.0
48,6.109601974487305,1.020139455795288,4.062817573547363,0.625,0.7170000076293945,100.0
49,9.267834663391113,6.078009605407715,2.6222681999206543,0.625,0.7150000333786011,100.0
50,8.04652214050293,8.259187698364258,6.29441499710083,0.625,0.7190000414848328,200.0
51,3.7140583992004395,9.48747730255127,3.668457269668579,0.625,0.7120000123977661,100.0
52,2.5602455139160156,4.123429298400879,6.18186092376709,0.625,0.7170000076293945,100.0
53,7.696043968200684,3.3898239135742188,6.956192970275879,0.625,0.7200000286102295,200.0
54,2.002223014831543,2.3466830253601074,4.949555397033691,0.625,0.7150000333786011,100.0
55,6.621768951416016,4.099153995513916,6.088900566101074,0.625,0.7170000076293945,100.0
56,6.094184398651123,5.050413131713867,0.3617817163467407,0.625,0.7100000381469727,200.0
57,8.96101188659668,2.5019896030426025,0.8859217166900635,0.625,0.7160000205039978,200.0
58,1.5632504224777222,2.4343931674957275,5.551547050476074,0.625,0.7170000076293945,200.0
59,8.239118576049805,2.4229729175567627,4.145288467407227,0.625,0.7200000286102295,100.0
60,5.383101463317871,4.564478874206543,4.4593095779418945,0.625,0.718000054359436,100.0
61,6.2839202880859375,7.871790409088135,0.27531325817108154,0.625,0.7130000591278076,200.0
62,3.193723678588867,3.824537992477417,9.250502586364746,0.625,0.7170000076293945,200.0
63,5.437260627746582,3.2485861778259277,7.3949503898620605,0.625,0.7240000367164612,200.0
64,9.642000198364258,6.448519706726074,6.852610111236572,0.625,0.7110000252723694,200.0
65,1.661747694015503,3.865039825439453,4.112370491027832,0.625,0.7200000286102295,200.0
66,5.426242351531982,9.052724838256836,4.305210113525391,0.625,0.7150000333786011,200.0
67,0.6553101539611816,4.364544868469238,9.739867210388184,0.625,0.7170000076293945,200.0
68,4.540620803833008,5.04096794128418,6.827731609344482,0.625,0.7190000414848328,200.0
69,2.086318016052246,5.100093841552734,7.910259246826172,0.625,0.7150000333786011,100.0
70,2.648789405822754,1.5351885557174683,1.4422637224197388,0.625,0.7140000462532043,100.0
71,0.07236897945404053,3.2019448280334473,8.820343971252441,0.625,0.7140000462532043,100.0
72,3.6875534057617188,5.839813232421875,3.621230125427246,0.625,0.7190000414848328,200.0
73,9.152692794799805,4.99754524230957,5.1743268966674805,0.625,0.7240000367164612,100.0
74,9.758870124816895,5.563576698303223,5.81881046295166,0.625,0.7130000591278076,200.0
75,3.423691987991333,4.170926094055176,2.7069294452667236,0.625,0.7170000076293945,100.0
76,9.84851360321045,9.6477632522583,4.834123611450195,0.625,0.7110000252723694,200.0
77,4.727110385894775,8.273283004760742,6.717006683349609,0.625,0.7240000367164612,200.0
78,0.6521111726760864,9.19223690032959,9.583897590637207,0.625,0.718000054359436,200.0
79,8.795843124389648,0.8690166473388672,6.713708877563477,0.625,0.706000030040741,100.0
80,3.2946677207946777,6.888964653015137,3.3261096477508545,0.625,0.7170000076293945,100.0
81,8.4246244430542,3.9339756965637207,2.5457959175109863,0.625,0.7130000591278076,200.0
82,2.0453929901123047,2.3846054077148438,6.140463352203369,0.625,0.7200000286102295,200.0
83,8.841619491577148,2.8406615257263184,7.323591232299805,0.625,0.718000054359436,200.0
84,0.24336397647857666,2.7281813621520996,8.103580474853516,0.625,0.7090000510215759,100.0
85,9.913244247436523,7.509022235870361,6.464059829711914,0.625,0.7140000462532043,100.0
86,7.433169364929199,9.049799919128418,0.4298776388168335,0.625,0.718000054359436,200.0
87,0.19235968589782715,3.713789463043213,7.2147064208984375,0.625,0.7090000510215759,200.0
88,1.9997680187225342,3.8136143684387207,7.861589431762695,0.625,0.7170000076293945,200.0
89,2.7917771339416504,6.174103736877441,4.439684867858887,0.625,0.7190000414848328,200.0
90,9.938390731811523,6.56141996383667,4.403934001922607,0.625,0.7240000367164612,200.0
91,8.790338516235352,5.4357428550720215,9.462268829345703,0.625,0.7170000076293945,100.0
92,0.3049999475479126,0.7596993446350098,4.158561706542969,0.625,0.718000054359436,200.0
93,1.6968733072280884,4.464755535125732,9.164854049682617,0.625,0.7200000286102295,200.0
94,2.670347213745117,0.7271158695220947,1.1277765035629272,0.625,0.7120000123977661,200.0
95,7.010182857513428,3.6388425827026367,5.278379917144775,0.625,0.7210000157356262,200.0
96,7.483015537261963,2.5827817916870117,0.24652838706970215,0.6000000238418579,0.7020000219345093,200.0
97,1.6339272260665894,1.5292060375213623,0.41453301906585693,0.574999988079071,0.6810000538825989,200.0
98,2.167551040649414,0.15536904335021973,0.2156740427017212,0.550000011920929,0.5750000476837158,200.0
99,3.1901347637176514,0.45757532119750977,0.23987054824829102,0.550000011920929,0.6000000238418579,200.0
100,3.252657651901245,2.9089736938476562,8.532636642456055,0.75,0.7440000176429749,200.0
101,4.785454750061035,2.0037877559661865,1.0197895765304565,0.75,0.7460000514984131,100.0
102,4.5038580894470215,2.9235191345214844,1.297461986541748,0.75,0.7430000305175781,200.0
103,0.4995530843734741,9.238816261291504,7.787198543548584,0.75,0.7470000386238098,200.0
104,6.3074798583984375,0.6575685739517212,3.9693217277526855,0.75,0.7460000514984131,200.0
105,8.672752380371094,1.8145561218261719,6.121306419372559,0.75,0.7430000305175781,100.0
106,1.540570855140686,7.496182441711426,6.9130730628967285,0.75,0.7430000305175781,200.0
107,9.209059715270996,1.8245816230773926,6.795807838439941,0.75,0.7430000305175781,100.0
108,5.046730041503906,1.7491638660430908,1.8769460916519165,0.75,0.7450000643730164,200.0
109,6.004846572875977,2.7976160049438477,7.555367946624756,0.75,0.7430000305175781,100.0
110,0.9169214963912964,5.906348705291748,8.624374389648438,0.75,0.7470000386238098,100.0
111,6.654637336730957,0.7106548547744751,8.390296936035156,0.75,0.7460000514984131,100.0
112,4.510673522949219,2.8621726036071777,6.654592037200928,0.75,0.7430000305175781,100.0
113,9.905558586120605,1.5753412246704102,6.398221015930176,0.75,0.7410000562667847,100.0
114,2.788747549057007,5.050145149230957,1.9680166244506836,0.75,0.7420000433921814,100.0
115,3.5691916942596436,3.210035562515259,9.817802429199219,0.75,0.7420000433921814,100.0
116,7.65873384475708,1.4512932300567627,2.8421549797058105,0.75,0.7450000643730164,100.0
117,1.326790452003479,7.416667938232422,4.287912845611572,0.75,0.7440000176429749,100.0
118,2.7022080421447754,7.096080303192139,4.4453935623168945,0.75,0.7440000176429749,200.0
119,6.433947563171387,1.4721351861953735,1.7531311511993408,0.75,0.7450000643730164,200.0
