,0
0,0.781000018119812
1,0.7700000405311584
2,0.7860000133514404
3,0.7950000166893005
4,0.7490000128746033
5,0.8100000619888306
6,0.7950000166893005
7,0.753000020980835
8,0.7590000629425049
9,0.8040000200271606
10,0.7570000290870667
11,0.6570000052452087
12,0.7590000629425049
13,0.7830000519752502
14,0.781000018119812
15,0.7870000600814819
16,0.7680000066757202
17,0.718000054359436
18,0.7500000596046448
19,0.7750000357627869
20,0.7800000309944153
21,0.7460000514984131
22,0.7610000371932983
23,0.7420000433921814
24,0.7640000581741333
25,0.843000054359436
26,0.734000027179718
27,0.7760000228881836
28,0.7680000066757202
29,0.76500004529953
30,0.7560000419616699
31,0.7730000615119934
32,0.7290000319480896
33,0.7660000324249268
34,0.8220000267028809
35,0.8080000281333923
36,0.7090000510215759
37,0.7820000648498535
38,0.7870000600814819
39,0.796000063419342
40,0.7290000319480896
41,0.8060000538825989
42,0.796000063419342
43,0.7420000433921814
44,0.7580000162124634
45,0.76500004529953
46,0.8080000281333923
47,0.7670000195503235
48,0.7990000247955322
49,0.7750000357627869
50,0.7510000467300415
51,0.5380000472068787
52,0.7910000085830688
53,0.76500004529953
54,0.7660000324249268
55,0.796000063419342
56,0.784000039100647
57,0.687000036239624
58,0.7870000600814819
59,0.7500000596046448
60,0.7670000195503235
61,0.8090000152587891
62,0.7470000386238098
63,0.7790000438690186
64,0.7920000553131104
65,0.781000018119812
66,0.7750000357627869
67,0.7560000419616699
68,0.718000054359436
69,0.7210000157356262
70,0.8210000395774841
71,0.7820000648498535
72,0.7790000438690186
73,0.7450000643730164
74,0.753000020980835
75,0.7777777910232544
76,0.7910000085830688
77,0.7240000367164612
78,0.7710000276565552
79,0.7470000386238098
80,0.7730000615119934
81,0.7640000581741333
82,0.7360000610351562
83,0.8030000329017639
84,0.781000018119812
85,0.7970000505447388
86,0.7860000133514404
87,0.781000018119812
88,0.7400000095367432
89,0.7460000514984131
90,0.7550000548362732
91,0.7360000610351562
92,0.7380000352859497
93,0.7920000553131104
94,0.7580000162124634
95,0.7680000066757202
96,0.6780000329017639
97,0.7520000338554382
98,0.781000018119812
99,0.7740000486373901
